OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,GEOID_Data,Census_Tra,County,County_ID,Region,ind_id,ind_defini,reportyear,race_eth_c,race_eth_n,geotype,geotypeval,F8,Tract_Num,geoname,county_nam,county_fip,region_nam,region_cod,strata_one,strata_o_1,strata_two,strata_t_1,numerator,denominato,estimate,ll_95ci,ul_95ci,se,rse,CA_decile,CA_RR,version,PCT_overcr,ObjectID,Shape_Leng,Shape__Area,Shape__Length
2792,06,037,481201,06037481201,4812.01,14000US06037481201,06037481201,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481201,1,6037481201,4812.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,112,1101,10.2,2.93679968825,17.4632003118,3.70571444477,36.330533772,NA,1.275,Mon Nov 06 12:46:42 2017,10.1725703906,2565,0.0480485003231,1504272.125,6068.77457254963
2793,06,037,481202,06037481202,4812.02,14000US06037481202,06037481202,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481202,1,6037481202,4812.02,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,88,1902,4.7,0,9.5618022244,2.48051133898,52.776837,NA,0.5875,Mon Nov 06 12:46:42 2017,4.62670872766,2566,0.0530063625214,2285956.390625,6399.98193975394
2794,06,037,481300,06037481300,4813,14000US06037481300,06037481300,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481300,1,6037481300,4813,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,85,816,10.5,3.29863198953,17.7013680105,3.67416735228,34.992070022,NA,1.3125,Mon Nov 06 12:46:42 2017,10.4166666667,2567,0.0434338687864,1310386.640625,5197.57423641995
2795,06,085,503108,06085503108,5031.08,14000US06085503108,06085503108,Santa Clara,06085,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06085503108,1,6085503108,5031.08,Santa Clara,06085,Bay Area,01,NA,NA,NA,NA,225,2831,8,2.42922974686,13.5707702531,2.84222972099,35.527871512,NA,1,Mon Nov 06 12:46:42 2017,7.94772165313,6859,0.0669630226875,3680628.125,8505.3153478583
2796,06,075,033100,06075033100,331,14000US06075033100,06075033100,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075033100,1,6075033100,331,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,41,1377,3,0.208251179676,5.79174882032,1.42436164302,47.478721434,NA,0.375,Mon Nov 06 12:46:42 2017,2.97748729121,6343,0.0561836101675,1434231.8125,6573.60388724352
2797,06,075,033201,06075033201,332.01,14000US06075033201,06075033201,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075033201,1,6075033201,332.01,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,38,781,4.9,0,12.6042479743,3.93073876239,80.219158416,NA,0.6125,Mon Nov 06 12:46:42 2017,4.86555697823,6344,0.0425291351058,1554495.20703125,5331.3407874266
2798,06,075,035201,06075035201,352.01,14000US06075035201,06075035201,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075035201,1,6075035201,352.01,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,124,1691,7.3,1.48973294423,13.1102670558,2.96442196723,40.608520099,NA,0.9125,Mon Nov 06 12:46:42 2017,7.3329390893,6348,0.0566955805958,2515542.43359375,7201.38034314591
2799,06,075,035300,06075035300,353,14000US06075035300,06075035300,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075035300,1,6075035300,353,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,261,2356,11.1,5.59201904209,16.6079809579,2.81019436628,25.317066363,NA,1.3875,Mon Nov 06 12:46:42 2017,11.078098472,6350,0.0482015523996,1804275.41015625,6368.66867589468
2800,06,075,035400,06075035400,354,14000US06075035400,06075035400,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075035400,1,6075035400,354,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,197,2132,9.3,4.09549590894,14.5045040911,2.65535923013,28.552249786,NA,1.1625,Mon Nov 06 12:46:42 2017,9.24015009381,6351,0.0522156470683,2548983.2890625,6630.7574534007
2801,06,075,040100,06075040100,401,14000US06075040100,06075040100,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075040100,1,6075040100,401,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,100,1982,5.1,0.622789460548,9.57721053945,2.28429109156,44.790021403,NA,0.6375,Mon Nov 06 12:46:42 2017,5.0454086781,6352,0.0267495973656,672167.59765625,3453.91935893607
2802,06,075,040200,06075040200,402,14000US06075040200,06075040200,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075040200,1,6075040200,402,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,126,2211,5.7,0.79748819472,10.6025118053,2.50128153331,43.882132163,NA,0.7125,Mon Nov 06 12:46:42 2017,5.69877883311,6353,0.0297361348871,852315.0703125,3731.25594926522
2803,06,075,042700,06075042700,427,14000US06075042700,06075042700,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075042700,1,6075042700,427,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,94,2369,3.9,0.16054523284,7.63945476716,1.90788508529,48.920130392,NA,0.4875,Mon Nov 06 12:46:42 2017,3.96791895314,6356,0.0308738445287,652573.45703125,3766.55751034394
2804,06,067,007101,06067007101,71.01,14000US06067007101,06067007101,Sacramento,06067,Capital Region,0, , ,0, , , ,0, ,0, , , , , , , , ,0,0,0,0,0,0, , ,0, ,0,0,0.407358475174,125424964.609375,49193.4725905579
2805,06,017,031900,06017031900,319,14000US06017031900,06017031900,El Dorado,06017,Rural Areas,0, , ,0, , , ,0, ,0, , , , , , , , ,0,0,0,0,0,0, , ,0, ,0,0,1.47614403591,812558969.585938,177509.752649418
2806,06,095,252802,06095252802,2528.02,14000US06095252802,06095252802,Solano,06095,Bay Area Region,0, , ,0, , , ,0, ,0, , , , , , , , ,0,0,0,0,0,0, , ,0, ,0,0,0.130035835689,6091778.8125,15434.9324283665
2807,06,019,007901,06019007901,79.01,14000US06019007901,06019007901,Fresno,06019,Rural Areas,0, , ,0, , , ,0, ,0, , , , , , , , ,0,0,0,0,0,0, , ,0, ,0,0,0.0654396442785,4024436.4453125,8043.57787281958
2808,06,075,042800,06075042800,428,14000US06075042800,06075042800,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075042800,1,6075042800,428,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,13,905,1.4,0,7.10174657348,2.90905437423,207.78959816,NA,0.175,Mon Nov 06 12:46:42 2017,1.4364640884,6357,0.0721929963783,1370203.109375,8551.98999646261
2809,06,075,045200,06075045200,452,14000US06075045200,06075045200,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075045200,1,6075045200,452,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,15,2814,0.5,0,1.56570048289,0.54372473617,108.74494723,NA,0.0625,Mon Nov 06 12:46:42 2017,0.533049040512,6359,0.0310766968069,949566.8359375,3905.25646363946
2810,06,075,047600,06075047600,476,14000US06075047600,06075047600,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075047600,1,6075047600,476,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,72,2180,3.3,0,6.95497979749,1.86478561096,56.508654878,NA,0.4125,Mon Nov 06 12:46:42 2017,3.30275229358,6360,0.0295055300954,851671.60546875,3733.18124092797
2811,06,037,601900,06037601900,6019,14000US06037601900,06037601900,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037601900,1,6037601900,6019,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,500,1342,37.3,24.9285759839,49.6714240161,6.31195102863,16.92212072,NA,4.6625,Mon Nov 06 12:46:42 2017,37.2578241431,3117,0.0332965352332,1014788.9921875,4059.43536481017
2812,06,037,534501,06037534501,5345.01,14000US06037534501,06037534501,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037534501,1,6037534501,5345.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,406,1264,32.2,19.455518774,44.944481226,6.5022863398,20.193435838,NA,4.025,Mon Nov 06 12:46:42 2017,32.1202531646,2765,0.0329121456093,982149.26171875,4078.41249363178
2813,06,037,408211,06037408211,4082.11,14000US06037408211,06037408211,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037408211,1,6037408211,4082.11,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,316,1791,17.6,9.46901260063,25.7309873994,4.14846295886,23.570812266,NA,2.2,Mon Nov 06 12:46:42 2017,17.6437744277,2387,0.132844214931,11483521.5351563,15895.6114530078
2814,06,037,232120,06037232120,2321.20,14000US06037232120,06037232120,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037232120,1,6037232120,2321.2,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,262,1174,22.3,12.2652825376,32.3347174624,5.11975380733,22.958537253,NA,2.7875,Mon Nov 06 12:46:42 2017,22.3168654174,1889,0.0288891296114,761223.15234375,3583.54799739703
2815,06,019,001900,06019001900,19,14000US06019001900,06019001900,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019001900,1,6019001900,19,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,101,837,12.1,4.48005523832,19.7199447617,3.88772691923,32.129974539,NA,1.5125,Mon Nov 06 12:46:42 2017,12.0669056153,717,0.346615035099,103771762.078125,43174.8756319321
2816,06,019,002000,06019002000,20,14000US06019002000,06019002000,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019002000,1,6019002000,20,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,272,1893,14.4,7.65991834103,21.140081659,3.43881717294,23.880674812,NA,1.8,Mon Nov 06 12:46:42 2017,14.3687268885,718,0.112007189893,8588988.88671875,13993.7900566789
2817,06,019,002100,06019002100,21,14000US06019002100,06019002100,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019002100,1,6019002100,21,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,182,2126,8.6,2.08591941924,15.1140805808,3.32351050039,38.645470935,NA,1.075,Mon Nov 06 12:46:42 2017,8.56067732832,719,0.061549262715,2850345.98828125,7535.01769240446
2818,06,037,502100,06037502100,5021,14000US06037502100,06037502100,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037502100,1,6037502100,5021,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,141,1588,8.8,2.11809196598,15.481908034,3.40913675205,38.740190364,NA,1.1,Mon Nov 06 12:46:42 2017,8.87909319899,2630,0.0616655908241,2816568.35546875,7480.36519196079
2819,06,037,502200,06037502200,5022,14000US06037502200,06037502200,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037502200,1,6037502200,5022,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,183,1817,10.1,5.36992229144,14.8300777086,2.41330495335,23.894108449,NA,1.2625,Mon Nov 06 12:46:42 2017,10.0715465052,2631,0.0588898031136,2568651.91796875,7028.48763529972
2820,06,037,502301,06037502301,5023.01,14000US06037502301,06037502301,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037502301,1,6037502301,5023.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,264,1417,18.7,7.83129177547,29.5687082245,5.54525929823,29.653793039,NA,2.3375,Mon Nov 06 12:46:42 2017,18.630910374,2632,0.053160479546,2330437.71484375,6439.1278260355
2821,06,037,502401,06037502401,5024.01,14000US06037502401,06037502401,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037502401,1,6037502401,5024.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,175,1280,13.6,5.65177460009,21.5482253999,4.05521704077,29.817772359,NA,1.7,Mon Nov 06 12:46:42 2017,13.671875,2634,0.0396282299316,1374012.12109375,4901.28449905349
2822,06,037,502402,06037502402,5024.02,14000US06037502402,06037502402,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037502402,1,6037502402,5024.02,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,172,992,17.3,7.76064120451,26.8393587955,4.86701979362,28.133062391,NA,2.1625,Mon Nov 06 12:46:42 2017,17.3387096774,2635,0.0386409449484,1291966.05859375,4734.14770488351
2823,06,037,481604,06037481604,4816.04,14000US06037481604,06037481604,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481604,1,6037481604,4816.04,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,99,1245,7.9,1.61214137098,14.187858629,3.20809113725,40.608748573,NA,0.9875,Mon Nov 06 12:46:42 2017,7.95180722892,2572,0.0325219668593,910521.87890625,4091.70363173364
2824,06,037,481712,06037481712,4817.12,14000US06037481712,06037481712,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481712,1,6037481712,4817.12,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,181,1543,11.7,5.04363614882,18.3563638512,3.39610400571,29.026529963,NA,1.4625,Mon Nov 06 12:46:42 2017,11.7303953338,2576,0.0383320493964,1075554.79296875,4682.0440556104
2825,06,037,481713,06037481713,4817.13,14000US06037481713,06037481713,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481713,1,6037481713,4817.13,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,125,802,15.6,4.30533442954,26.8946655705,5.76258447473,36.939644069,NA,1.95,Mon Nov 06 12:46:42 2017,15.5860349127,2577,0.0328054226773,681095.7578125,3818.69909344093
2826,06,037,481714,06037481714,4817.14,14000US06037481714,06037481714,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481714,1,6037481714,4817.14,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,147,906,16.2,6.60869565396,25.791304346,4.89352262553,30.206929787,NA,2.025,Mon Nov 06 12:46:42 2017,16.2251655629,2578,0.0327347738172,664798.42578125,3811.75351666671
2827,06,037,481800,06037481800,4818,14000US06037481800,06037481800,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481800,1,6037481800,4818,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,15,864,1.7,0,7.77659574468,3.10030395137,182.37082067,NA,0.2125,Mon Nov 06 12:46:42 2017,1.73611111111,2579,0.0395929255767,1200897.6875,4792.92774242081
2828,06,037,481901,06037481901,4819.01,14000US06037481901,06037481901,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037481901,1,6037481901,4819.01,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,50,1934,2.6,0.0417638489347,5.15823615107,1.30522252605,50.200866387,NA,0.325,Mon Nov 06 12:46:42 2017,2.58531540848,2580,0.0605145924959,2679530.94921875,7267.64966963148
2829,06,019,004506,06019004506,45.06,14000US06019004506,06019004506,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019004506,1,6019004506,45.06,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,56,1553,3.6,0,8.07245176694,2.2818631464,63.3850874,NA,0.45,Mon Nov 06 12:46:42 2017,3.60592401803,781,0.0648824722542,4025869.89453125,8023.92453928949
2830,06,019,004601,06019004601,46.01,14000US06019004601,06019004601,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019004601,1,6019004601,46.01,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,12,1161,1,0,5.47721053945,2.28429109156,228.42910916,NA,0.125,Mon Nov 06 12:46:42 2017,1.03359173127,782,0.0672489762177,2838826.59765625,8164.81492754276
2831,06,019,004602,06019004602,46.02,14000US06019004602,06019004602,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019004602,1,6019004602,46.02,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,8,1085,0.7,0,5.30229635441,2.3481103849,335.4443407,NA,0.0875,Mon Nov 06 12:46:42 2017,0.73732718894,783,0.0648435074765,4027568.54296875,8019.58984623968
2832,06,019,004704,06019004704,47.04,14000US06019004704,06019004704,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019004704,1,6019004704,47.04,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,454,1530,29.7,19.9138168927,39.4861831073,4.99295056496,16.811281363,NA,3.7125,Mon Nov 06 12:46:42 2017,29.6732026144,786,0.0488266156587,1965758.7265625,5818.41455236643
2833,06,075,017601,06075017601,176.01,14000US06075017601,06075017601,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075017601,1,6075017601,176.01,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,509,3137,16.3,9.61809196598,22.981908034,3.40913675205,20.914949399,NA,2.0375,Mon Nov 06 12:46:42 2017,16.2256933376,6250,0.0408962076418,1015904.734375,5052.8380590265
2834,06,075,017700,06075017700,177,14000US06075017700,06075017700,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075017700,1,6075017700,177,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,47,685,6.9,0,13.9499530449,3.59691481884,52.129200273,NA,0.8625,Mon Nov 06 12:46:42 2017,6.86131386861,6251,0.0479189904479,1448971.12890625,6026.48366152271
2835,06,075,020100,06075020100,201,14000US06075020100,06075020100,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075020100,1,6075020100,201,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,411,2685,15.3,8.12628408072,22.4737159193,3.66005914249,23.92195518,NA,1.9125,Mon Nov 06 12:46:42 2017,15.3072625698,6256,0.0302516657324,714490.87109375,4032.99562105299
2836,06,075,023400,06075023400,234,14000US06075023400,06075023400,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075023400,1,6075023400,234,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,198,1001,19.8,4.7692778778,34.8307221222,7.66873577663,38.730988771,NA,2.475,Mon Nov 06 12:46:42 2017,19.7802197802,6290,0.0385744753972,1367413.0703125,4823.18013690088
2837,06,075,025100,06075025100,251,14000US06075025100,06075025100,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075025100,1,6075025100,251,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,48,1308,3.7,0,7.66069416069,2.02076232688,54.615198024,NA,0.4625,Mon Nov 06 12:46:42 2017,3.66972477064,6291,0.0380581764744,892239.30859375,4915.50807486487
2838,06,075,047701,06075047701,477.01,14000US06075047701,06075047701,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075047701,1,6075047701,477.01,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,70,1895,3.7,0,8.06319434775,2.22611956518,60.165393653,NA,0.4625,Mon Nov 06 12:46:42 2017,3.69393139842,6361,0.0270335580917,584820.95703125,3238.36356764677
2839,06,075,060100,06075060100,601,14000US06075060100,06075060100,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075060100,1,6075060100,601,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,12,1010,1.2,0,6.99068733015,2.9544323113,246.20269261,NA,0.15,Mon Nov 06 12:46:42 2017,1.18811881188,6367,0.260874309066,42404132.4804688,31919.7116873239
2840,06,075,047901,06075047901,479.01,14000US06075047901,06075047901,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075047901,1,6075047901,479.01,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,164,2602,6.3,1.44989184479,11.1501081552,2.47454497715,39.278491701,NA,0.7875,Mon Nov 06 12:46:42 2017,6.30284396618,6365,0.134691518106,8440807.7109375,16767.1358663218
2841,06,019,003001,06019003001,30.01,14000US06019003001,06019003001,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019003001,1,6019003001,30.01,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,174,875,19.9,9.33329622776,30.4667037722,5.391175394,27.091333638,NA,2.4875,Mon Nov 06 12:46:42 2017,19.8857142857,734,0.0663759000652,4109257.19921875,8208.2019318971
2842,06,019,003102,06019003102,31.02,14000US06019003102,06019003102,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019003102,1,6019003102,31.02,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,231,2675,8.6,3.42695988348,13.7730401165,2.6393061819,30.689606766,NA,1.075,Mon Nov 06 12:46:42 2017,8.63551401869,737,0.0809539068868,3564108.35546875,9487.87205047071
2843,06,079,010707,06079010707,107.07,14000US06079010707,06079010707,San Luis Obispo,06079,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06079010707,1,6079010707,107.07,San Luis Obispo,06079,San Luis Obispo,11,NA,NA,NA,NA,0,2794,0,0,2.35902858064,1.20358601053,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,6532,0.354312941046,37641753.6445313,43626.8590303129
2844,06,079,010503,06079010503,105.03,14000US06079010503,06079010503,San Luis Obispo,06079,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06079010503,1,6079010503,105.03,San Luis Obispo,06079,San Luis Obispo,11,NA,NA,NA,NA,11,2389,0.5,0,2.79187554777,1.16932425907,233.86485181,NA,0.0625,Mon Nov 06 12:46:42 2017,0.460443700293,6526,0.14547993046,12396299.6054688,17997.8228019872
2845,06,079,010403,06079010403,104.03,14000US06079010403,06079010403,San Luis Obispo,06079,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06079010403,1,6079010403,104.03,San Luis Obispo,06079,San Luis Obispo,11,NA,NA,NA,NA,34,1775,1.9,0,4.64301450324,1.39949719553,73.657747133,NA,0.2375,Mon Nov 06 12:46:42 2017,1.91549295775,6524,0.228850496898,26067038.5,28393.4862425453
2846,06,085,503710,06085503710,5037.10,14000US06085503710,06085503710,Santa Clara,06085,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06085503710,1,6085503710,5037.1,Santa Clara,06085,Bay Area,01,NA,NA,NA,NA,206,924,22.3,7.52120859411,37.0787914059,7.54019969688,33.812554695,NA,2.7875,Mon Nov 06 12:46:42 2017,22.2943722944,6917,0.0402609688984,953284.51953125,4819.66247635702
2847,06,085,503711,06085503711,5037.11,14000US06085503711,06085503711,Santa Clara,06085,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06085503711,1,6085503711,5037.11,Santa Clara,06085,Bay Area,01,NA,NA,NA,NA,341,1009,33.8,23.1877152082,44.4122847918,5.41443101621,16.019026675,NA,4.225,Mon Nov 06 12:46:42 2017,33.7958374628,6918,0.0409091034248,1531075.7109375,5071.77826422482
2848,06,075,047902,06075047902,479.02,14000US06075047902,06075047902,San Francisco,06075,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06075047902,1,6075047902,479.02,San Francisco,06075,Bay Area,01,NA,NA,NA,NA,38,1542,2.5,0,5.69710144868,1.63117420851,65.24696834,NA,0.3125,Mon Nov 06 12:46:42 2017,2.46433203632,6366,0.0294360890127,637755.6875,3498.45666892721
2849,06,073,016607,06073016607,166.07,14000US06073016607,06073016607,San Diego,06073,San Diego Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06073016607,1,6073016607,166.07,San Diego,06073,San Diego,09,NA,NA,NA,NA,69,2197,3.1,0,6.48684911744,1.72798424359,55.741427213,NA,0.3875,Mon Nov 06 12:46:42 2017,3.14064633591,5952,0.0850771810616,5827668.6484375,10437.7584134955
