Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char.,Pop. Char. Score,Pop. Char. Pctl
06037240010,3737,Los Angeles,90002,Los Angeles,-118.2637832,33.9583159,66.43,98.22,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.10418364,84.84,0.166,55.16,831.38,95.82,87.08,94.76,0,0,5502.180013,93.29,1126.061122,65.39,14.5,74.19,2,14.31,0.535,71.59,0,0,2,52.9,58.1,7.09,87.93,78.89,84.5,7.61,94.66,19.66,86.27,56.4,98.63,18.3,84.04,65.8,95.41,12.2,92.65,29.4,89.57,90.27,9.36,99.22
06037206200,4001,Los Angeles,90012,Los Angeles,-118.2415978,34.046994,66.35,98.16,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.70828375,92.46,0.772,96.43,787.94,92.53,26.04,18.98,0.05,21.62,2161.44631,80.71,683.6233014,34.83,24.35,85.8,31.85,81.06,1.855,92.02,7,66.74,12.85,94.34,68.94,8.42,97.95,77.42,83.59,10.68,99.82,10.61,34.96,16.4,58.5,35.9,97.82,63,93.67,8.8,80.39,20.7,65.55,75.99,7.88,87.95
06037203100,4498,Los Angeles,90033,Los Angeles,-118.1964766,34.059079,65.99,98.08,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.41775036,90.57,0.942,97.83,488.79,59.71,82.36,91.35,0,0,1883.244405,77.96,1663.608361,81.33,5.5,44.01,44.3,88.01,0.515,70.17,6,58.69,5.5,77.62,69.1,8.44,98,60.33,69.42,5.08,54.62,13.14,54.91,52.9,97.61,25.3,92.61,62.8,93.56,8.5,78.33,32.3,93.59,75.39,7.82,87.14
06037204810,5277,Los Angeles,90023,Los Angeles,-118.2030018,34.0285553,65.82,98.06,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.30827709,89.71,0.795,96.7,770.36,87,84.16,92.77,0,0,2655.466675,83.36,4050.333875,98.84,9,58.17,1.8,11.31,2.66,95.1,7,66.74,0,0,65.6,8.01,96.29,55.5,63.37,6.67,86.03,15.35,68.56,49.8,96.41,20.2,86.9,53.8,85.88,6.7,64.51,33.9,95.25,79.22,8.22,91.74
06037228800,5353,Los Angeles,90058,Los Angeles,-118.2432565,33.9992469,65.69,98.01,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.21219619,88.55,0.177,57.78,787.94,92.53,91.1,97.5,0,0,3318.633219,86.02,487.4645779,19.96,17.65,78.72,3.1,22.23,5.5,98.09,7,66.74,3.55,66.71,62.78,7.67,93.9,67,76.2,6.16,78.36,18.06,80.78,54.9,98.28,14.4,75.77,62.8,93.56,7.3,69.98,35.3,96.31,82.61,8.57,94.96
06037241202,5776,Los Angeles,90044,Los Angeles,-118.2857509,33.9334324,65.66,97.98,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.09974001,84.42,0.649,94.37,787.94,92.53,90.42,96.99,0,0,7505.680176,95.77,3162.308044,96.55,0,0,3,22.12,0,0,7,66.74,2.65,59.5,59.1,7.22,89.7,105.63,94.17,9.29,99.01,18.97,84.07,36.6,86.95,10.5,63.69,54,86.07,10.2,87.06,30.5,91.28,87.71,9.1,98.29
06037127210,5838,Los Angeles,91405,Los Angeles,-118.4596472,34.2066365,65.37,97.93,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,11.99025794,77.69,0.344,80.62,726.64,83.13,61.35,67.65,0,0,724.6173401,58.76,1223.664584,69.54,41.35,93.92,1,6.97,2.705,95.27,0,0,3,63.67,61.36,7.49,92.57,109.5,94.78,6.61,85.17,20.82,89.77,22.4,68.97,27.8,94.42,44.3,75.11,12,92.19,19.5,60.93,84.11,8.73,96.08
06037123303,3087,Los Angeles,91605,Los Angeles,-118.4116037,34.1972751,65.23,97.89,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.56904887,62.6,0.224,66.04,726.64,83.13,69.88,78.99,0,0,1019.091014,64.02,1078.155377,62.84,36,91.04,20,68.42,0.555,72.71,4,43.78,1,35.72,62.97,7.69,94.11,67.5,76.73,5.95,74.22,18.57,82.9,27.4,76.79,24.1,91.46,44.7,75.72,10.1,86.75,36.9,97.34,81.78,8.48,94.33
06037229100,5146,Los Angeles,90011,Los Angeles,-118.2520958,33.9921607,65.14,97.88,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,42.56,12.15277014,87.09,0.245,69.26,787.94,92.53,93.57,98.99,0,0,3605.526611,87.3,626.5593905,30.33,91.7,99.09,7.55,39.5,1.265,88.54,0,0,1,35.72,59.86,7.31,90.63,69.72,78.4,6.63,85.46,22.77,94.9,57.9,98.9,22,89.13,61,92.29,5.8,55.02,31.4,92.48,85.91,8.91,97.23
06037127220,5045,Los Angeles,91405,Los Angeles,-118.4531264,34.2047824,64.96,97.82,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.80687777,69.88,0.696,95.28,726.64,83.13,57.32,61.99,0,0,773.137329,59.88,1063.396908,62.01,36.25,91.28,0,0,0.785,80.99,0,0,1.5,42.31,57.71,7.05,87.29,109.67,94.88,6.47,83.17,20.85,89.93,25.5,74.17,26.2,93.33,55.1,87.3,11.5,91.12,35.2,96.2,88.87,9.22,98.78
06037204910,3341,Los Angeles,90023,Los Angeles,-118.1955701,34.0248828,64.92,97.81,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,55.38,12.25496306,89.31,0.78,96.52,813.46,94.65,83.14,92.07,0,0,3051.320068,85.06,3824.66063,98.48,6.5,47.26,4.5,27.76,2.36,94.12,7,66.74,0.5,22.08,68.15,8.32,97.56,76.1,82.76,3.98,26.07,20.87,90.15,54.9,98.28,25.8,93.07,55.2,87.39,6.5,62.4,24.7,79.3,75.21,7.8,86.9
06037229420,4759,Los Angeles,90011,Los Angeles,-118.2608177,33.9925311,64.86,97.77,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,42.56,12.10765122,85.07,0.226,66.42,787.94,92.53,91.66,97.9,0,0,3584.096639,87.18,717.1675568,37.54,99.65,99.25,16.75,62.61,0.345,55.42,0,0,2.7,60.11,60.93,7.44,92.05,66.83,75.92,6.69,86.35,21.79,93.17,52.9,97.61,16.1,79.59,62.7,93.48,5.1,45.78,39.4,98.37,84.06,8.72,96.02
06037241001,4197,Los Angeles,90061,Los Angeles,-118.2679732,33.9296426,64.86,97.76,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,32.15,12.10169951,84.63,0.262,71.95,805.08,93.99,84.89,93.27,0,0,9347.340007,97.02,4387.044921,99.26,0,0,3,22.12,0.05,7.35,7,66.74,2.75,60.53,58.14,7.1,88.06,119.22,95.83,9.11,98.81,20.85,89.93,36.8,87.13,12.8,70.88,65.2,95.09,6.4,61.53,30.9,91.9,88.08,9.14,98.47
06037294830,4134,Los Angeles,90744,Los Angeles,-118.267011,33.7729434,64.76,97.73,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.038,16.78,11.77535951,68.86,1.949,99.74,391.08,42.43,81.19,90.33,0,0,8956.069985,96.77,211.6913887,4.54,44.5,94.72,20.6,68.99,0.98,84.87,8,72.15,2.75,60.53,60.37,7.37,91.49,76.33,83,6.4,82.14,21.61,92.82,49.4,96.23,21.4,88.35,58.9,90.87,5.3,48.26,32.1,93.33,84.7,8.79,96.41
06037208302,5269,Los Angeles,90026,Los Angeles,-118.2624816,34.0634788,64.72,97.71,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.33647073,89.98,0.594,92.82,787.94,92.53,81.29,90.41,0,0,1880.376933,77.92,1241.496196,70.24,18.6,80.29,14,56.13,0.38,59.14,7,66.74,7,83.28,70.34,8.59,98.57,45.67,49.93,6.91,88.95,10.62,35.09,43.4,92.41,27.5,94.26,64.5,94.71,8.2,76.69,24.4,78.47,72.65,7.54,83.55
06037227020,3623,Los Angeles,90011,Los Angeles,-118.251933,34.0157537,64.65,97.67,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.09940492,84.39,0.327,79.07,787.94,92.53,90.67,97.21,0,0,2800.173381,83.93,694.4065848,35.6,35.75,90.48,0.3,2.11,1.17,87.45,0,0,0.7,24.83,56.97,6.96,86.19,69.72,78.4,6.81,87.77,22.77,94.9,62.9,99.6,26.4,93.45,63.6,94.07,9.2,82.74,30.3,91.04,89.6,9.29,99
06037237202,4556,Los Angeles,90047,Los Angeles,-118.3100903,33.9863341,64.5,97.64,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,11.96234496,76.38,0.128,45.26,787.94,92.53,89.89,96.69,0,0,3479.483317,86.7,946.2317225,54.71,6,46.08,6,35.02,0.695,78.05,0,0,15.2,96.22,57.64,7.04,87.18,141.59,98.47,8.39,97.82,19.91,87.18,34.7,84.92,12.1,68.86,52.3,84.54,7.9,74.74,38.3,97.96,88.34,9.16,98.58
06037128303,4176,Los Angeles,91411,Los Angeles,-118.4523813,34.1830757,64.47,97.63,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,11.84362669,71.1,0.137,47.88,726.64,83.13,63.58,70.96,0,0,963.7623394,63.07,1256.310174,70.93,18.5,80.25,7.8,39.9,0.57,73.32,0,0,2.25,55.51,57.57,7.03,87.08,74.24,81.67,6.44,82.76,19.06,84.52,47.7,95.18,31.8,96.41,65,94.9,9.3,83.22,45.1,99.54,88.42,9.17,98.64
06037128302,5000,Los Angeles,91411,Los Angeles,-118.4605367,34.1838638,64.22,97.55,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,11.85390933,71.47,0.111,40.5,726.64,83.13,60.76,66.86,0,0,929.3180034,62.55,1247.91131,70.61,9.35,59.07,9,43.85,1.21,87.98,11,86.96,4.5,72.39,63.33,7.73,94.52,75.59,82.43,6.38,81.88,19.38,85.52,40.1,90.05,18.8,84.79,55.7,87.88,3.6,25.23,35.3,96.31,80.06,8.31,92.57
06037240600,6167,Los Angeles,90003,Los Angeles,-118.2684059,33.946945,64.15,97.53,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.0941273,84.01,0.089,33.28,787.94,92.53,87.09,94.78,0,0,6.46E+03,94.66,676.0721954,34.24,0.95,11.93,10,47.43,0.125,21.96,7,66.74,7,83.28,54.48,6.65,81.31,91.05,90.03,7.68,95.01,22.32,93.98,49.6,96.34,16.2,79.78,61.7,92.79,15.7,97.35,39.6,98.49,92.98,9.64,99.67
06037186401,3489,Los Angeles,90065,Los Angeles,-118.2455126,34.1174815,64.05,97.5,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.052,65.36,11.98082094,77.4,0.449,87.45,488.79,59.71,73.94,83.53,0,0,1514.276672,73.43,2264.840515,90.35,36.9,91.97,63.8,93.16,1.18,87.56,6,58.69,2,52.9,70.39,8.59,98.59,65.4,74.75,5.84,71.79,11.07,38.48,35.9,86.13,27.5,94.26,56.1,88.32,5.8,55.02,27.7,86.29,71.84,7.45,82.6
06037127711,3588,Los Angeles,91406,Los Angeles,-118.4698195,34.1879585,64.04,97.49,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.061,84.58,12.08262759,83.24,0.373,83,726.64,83.13,76.22,85.89,0,0,845.6133321,61.25,3893.945275,98.56,0.5,7.71,4.5,27.76,1.275,88.64,11,86.96,3.5,66.69,66.82,8.16,96.93,57.11,65.57,7.49,93.75,14.41,62.89,24.6,72.51,17.2,81.7,46.5,78.1,10.1,86.75,21.1,67.26,75.67,7.85,87.54
06037243000,6829,Los Angeles,90002,Los Angeles,-118.2336919,33.9395183,63.83,97.43,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.07407493,82.81,0.412,85.56,733.43,83.3,82.04,91.06,0,0,7529.753337,95.81,468.3874688,18.48,48.35,95.5,8.5,42.07,1.41,89.77,0,0,0.5,22.08,57.64,7.04,87.19,90.26,89.72,6.14,77.94,20.9,90.24,48.1,95.36,12.3,69.47,61.1,92.37,13.7,95.29,30.9,91.9,87.42,9.07,98.13
06037199700,3063,Los Angeles,90031,Los Angeles,-118.2202429,34.0678503,63.82,97.4,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,59.69,13.26241232,94.71,0.64,94.15,787.94,92.53,74.79,84.44,0,0,1841.317281,77.53,2494.648197,92.49,45.95,95.11,36.3,83.83,6.795,98.72,8,72.15,1.2,37.57,75.45,9.21,99.61,56.77,65,6.52,83.85,9.35,24,35,85.32,23.3,90.58,53.2,85.34,3.7,26.86,30.7,91.62,66.78,6.93,75.57
06037232120,5567,Los Angeles,90037,Los Angeles,-118.2839315,33.9996748,63.75,97.37,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,11.99843255,78.06,0.616,93.33,787.94,92.53,91.68,97.91,0,0,3136.206706,85.36,3043.231559,96.1,5.4,43.52,1.5,10.64,0.18,30.59,0,0,0.8,26.16,56,6.84,84.36,100.68,92.88,6.41,82.28,20.14,87.82,45.2,93.79,26.8,93.8,68,96.58,9.4,83.63,31.5,92.64,89.88,9.32,99.09
06037206010,4121,Los Angeles,90012,Los Angeles,-118.2302769,34.06898,63.58,97.3,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,56.96,13.32985065,95.01,0.553,91.59,787.94,92.53,64.98,72.84,0,0,1841.683939,77.54,1563.55891,79.31,70.35,98.15,33.85,82.52,5.38,98.03,8,72.15,3.75,67.35,75.03,9.16,99.53,30.75,26.33,8.02,96.51,10.73,35.9,49.4,96.23,21.1,87.89,58.4,90.48,7.6,72.53,18.7,57.38,66.91,6.94,75.73
06037291130,3626,Los Angeles,90248,Los Angeles,-118.2871419,33.9024424,63.5,97.28,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.11872262,85.65,0.463,88.21,807.83,94.35,81.45,90.57,0,0,18714.71647,99.47,2667.957948,93.89,4,37.55,53.55,91.08,1.5,90.3,0,0,14.8,95.76,69.48,8.48,98.22,75.78,82.54,7.69,95.16,14.63,64.31,31.6,81.93,7,48.72,27.6,49.72,5.5,51.26,27.9,86.57,72.16,7.48,82.94
06037199900,2692,Los Angeles,90031,Los Angeles,-118.2115758,34.0650794,63.38,97.25,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.7350876,92.61,0.518,90.57,840.04,96.14,87.53,95.14,0,0,1861.887675,77.76,2434.411276,91.98,11,63.7,31.3,80.71,2.705,95.27,14,93.36,0,0,72.53,8.86,99.09,52.95,60.16,5.43,62.88,8.87,20.03,49.5,96.29,27.1,94.03,51.9,84.12,11.5,91.12,27.5,85.96,69,7.16,78.86
06037104401,3270,Los Angeles,91331,Los Angeles,-118.4327217,34.2670388,63.26,97.2,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.067,97,11.28546472,57.76,0.367,82.56,726.64,83.13,96.24,99.72,0,0,706.0473124,58.31,2260.072102,90.31,54.75,96.72,38.25,85.14,0.65,76.65,0,0,0.2,9.67,65.28,7.97,96.05,81.71,86.29,5.9,73.07,13.36,56.46,44.8,93.48,24.2,91.6,43.9,74.56,5.9,56.19,29.4,89.57,76.51,7.94,88.69
06037242300,4952,Los Angeles,90002,Los Angeles,-118.2461145,33.948506,63.19,97.19,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.06896138,82.55,0.105,38.94,822.87,95.4,78.23,87.73,0,0,6134.87321,94.19,549.1181686,24.63,6.75,47.61,32.5,81.69,0.11,19.25,7,66.74,0.4,14.43,53.73,6.56,79.73,103.63,93.67,6.41,82.28,25.73,98.11,54.4,98.11,20.4,87.21,67.5,96.33,12.5,93.3,35.8,96.73,92.84,9.63,99.65
06037109500,4832,Los Angeles,91340,Los Angeles,-118.4389293,34.2703268,63.15,97.15,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.067,97,11.23023082,57.24,0.363,82.18,672.2,74.06,83.05,92,0,0,689.3776652,57.88,2115.630838,88.74,27.45,87.51,20.5,68.92,0.965,84.73,0,0,1.7,43.21,64.72,7.9,95.64,66.35,75.69,6.52,83.85,10.62,35.09,46.1,94.32,23.6,90.92,66.1,95.58,6.9,66.61,40.4,98.69,77.05,7.99,89.2
06037127104,3821,Los Angeles,91405,Los Angeles,-118.4357986,34.2051758,63.14,97.14,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,11.68435272,65.77,0.301,76.63,726.64,83.13,61.63,68.09,0,0,840.4380088,61.15,1190.090765,68.34,41,93.82,7.5,39.45,0.28,46.8,4,43.78,0,0,57.77,7.05,87.38,109.67,94.88,5.88,72.85,20.85,89.93,22.5,69.2,20,86.56,63.1,93.76,10.8,89.19,33.3,94.83,86.3,8.95,97.43
06037232800,4489,Los Angeles,90037,Los Angeles,-118.2771882,33.9923979,63.14,97.13,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,11.99449266,77.85,0.769,96.38,787.94,92.53,92.47,98.34,0,0,3495.51001,86.72,3324.181219,97.18,16.5,77.32,16.8,62.68,0.25,43.3,0,0,1.25,38.99,63.9,7.8,94.96,50.48,57.19,7.18,91.48,12,46.16,48.2,95.42,24.5,91.85,63.8,94.23,8.1,76.05,38.1,97.85,78.01,8.09,90.31
06037239602,4016,Los Angeles,90003,Los Angeles,-118.2749023,33.9694507,62.92,97.04,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.11496733,85.49,0.475,88.86,787.94,92.53,91.37,97.73,0,0,4721.480021,91.85,3411.112037,97.49,5.4,43.52,6,35.02,0.045,5.57,0,0,0.7,24.83,56.56,6.91,85.4,113.88,95.43,5.3,59.76,27.88,99.23,46.1,94.32,19.7,86.13,78.5,99.25,8.1,76.05,39.9,98.61,87.84,9.11,98.36
06037224010,2845,Los Angeles,90015,Los Angeles,-118.2658977,34.0367637,62.73,96.96,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.047,48.45,12.22607702,88.85,1.138,98.77,787.94,92.53,66.76,75.1,0,0,2289.676616,81.4,2299.077818,90.66,6.8,47.65,22.5,71.69,1.17,87.45,0,0,0,0,61.77,7.54,93.02,81.7,86.1,5.74,69.68,14.22,61.71,30.2,80.46,18.4,84.17,62.2,93.12,NA,NA,32.4,93.73,80.18,8.32,92.7
06037121020,3610,Los Angeles,91605,Los Angeles,-118.4020625,34.2121219,62.66,96.9,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,11.50132407,60.85,0.162,54.26,726.64,83.13,74.65,84.3,0.06,22.34,827.1966554,60.94,1847.598501,84.78,36.5,91.68,27.25,77.1,0.195,32.03,0,0,2,52.9,62.05,7.58,93.3,79.39,84.67,6.16,78.36,21.48,92.31,27.6,77.06,21.8,88.83,30.7,54.95,8.9,81.01,21.8,69.91,79.73,8.27,92.35
06037294120,2687,Los Angeles,90744,Los Angeles,-118.2475763,33.7957797,62.66,96.89,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.04,20.85,11.73890922,67.54,0.38,83.51,391.08,42.43,87.08,94.77,0.05,21.1,17323.06673,99.31,1141.661085,65.99,9.45,59.37,14.25,56.33,4.235,97.3,0,0,9.75,90.15,61.5,7.51,92.69,76.33,83,5.4,62.11,21.61,92.82,49.3,96.17,9.5,59.79,46.7,78.28,8.7,79.72,32.5,93.89,80.44,8.34,92.97
06037241400,3785,Los Angeles,90061,Los Angeles,-118.2755609,33.92558,62.63,96.87,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.043,29.89,12.11292708,85.39,0.778,96.47,799,93.59,88.59,95.84,0,0,9800.266927,97.27,4287.095787,99.15,2.25,27.49,1.5,10.64,0.17,29.24,0,0,1.1,36.47,56.72,6.93,85.7,144.54,98.62,8.61,98.26,22.26,93.81,47.3,94.93,18,83.35,60.2,91.76,3.1,18.31,41.2,99,87.18,9.04,98.01
06037232700,6568,Los Angeles,90037,Los Angeles,-118.2858532,33.9923462,62.57,96.84,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.045,39.99,11.97007108,76.88,0.472,88.7,787.94,92.53,90.56,97.15,0,0,3409.12675,86.42,2688.551534,94,9.85,60.19,10.5,48.48,0.36,57.46,0,0,0,0,59.05,7.21,89.63,98.16,92.09,7.36,92.89,19.67,86.29,46.2,94.37,11.7,67.72,53.3,85.44,4.7,40.6,35.4,96.41,83.67,8.68,95.7
06037224200,2557,Los Angeles,90015,Los Angeles,-118.2767157,34.0406231,62.51,96.82,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.17492801,87.7,0.686,95.07,787.94,92.53,83.86,92.5,0,0,2167.761963,80.75,4107.833142,98.91,7,50.32,8,40.76,0.235,40.93,0,0,0,0,58.34,7.12,88.57,81.54,85.97,7.62,94.71,14.2,61.58,49.4,96.23,25.9,93.11,70.4,97.47,6,57.25,38.8,98.15,84.6,8.78,96.32
06037187102,3739,Los Angeles,90039,Los Angeles,-118.2514556,34.1090483,62.45,96.77,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.051,63.61,12.23722675,89.06,0.551,91.52,488.79,59.71,69.69,78.8,0,0,1548.157308,73.89,2406.039789,91.66,75.75,98.54,95,96.3,6.91,98.77,8,72.15,7.75,85.09,75.75,9.25,99.66,45.61,49.75,5.67,68.41,9.94,29.45,21.5,67.3,18.1,83.56,45.1,76.24,9.1,82.33,34.2,95.53,65.1,6.75,73.1
06037239601,3682,Los Angeles,90003,Los Angeles,-118.2752977,33.9728371,62.4,96.72,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.13275518,86.38,0.499,89.87,787.94,92.53,90.49,97.08,0,0,4498.379964,91.21,3339.908089,97.23,7.5,51.62,7,37.61,0.05,7.35,0,0,1,35.72,58.14,7.1,88.08,113.88,95.43,6.67,86.03,27.88,99.23,44.7,93.43,11.8,68.16,61.8,92.83,3.7,26.86,39,98.25,84.73,8.79,96.43
06037297110,4649,Los Angeles,90731,Los Angeles,-118.284187,33.7346618,62.39,96.71,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.038,16.78,11.66349226,64.85,1.195,98.92,391.08,42.43,77.93,87.35,0,0,4481.876546,91.19,513.3361806,21.91,15.6,75.64,19.3,67.13,2.295,93.81,11,86.96,1.25,38.99,59.45,7.26,90.14,103.61,93.62,6.81,87.77,14.57,64.02,33.1,83.57,13.2,71.92,54.5,86.62,9.7,84.98,31.4,92.48,82.86,8.6,95.16
06037228720,4825,Los Angeles,90011,Los Angeles,-118.2499406,33.999367,62.38,96.68,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.21219619,88.55,0.145,49.93,787.94,92.53,93.4,98.92,0,0,3334.880005,86.08,711.9885826,37.06,18.2,79.86,1,6.97,0.99,84.98,0,0,1.5,42.31,55.78,6.81,83.87,69.72,78.4,5.91,73.33,22.77,94.9,57.5,98.8,25,92.37,71.7,97.95,9.6,84.58,39,98.25,88.3,9.16,98.56
06037226420,5531,Los Angeles,90011,Los Angeles,-118.2570623,34.0218419,62.38,96.67,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.15802236,87.29,0.395,84.53,787.94,92.53,81.16,90.32,0,0,2623.926636,83.23,916.7699754,52.8,32.55,89.68,1,6.97,0.92,83.81,0,0,0.2,9.67,57.48,7.02,87.03,69.72,78.4,5.72,69.35,22.77,94.9,59.3,99.2,27.6,94.33,57.7,89.87,9.4,83.63,27.2,85.27,85.67,8.89,97.08
06037199201,3660,Los Angeles,90031,Los Angeles,-118.211907,34.0762204,62.26,96.62,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.05,62.53,12.70430833,92.45,0.114,41.41,806.21,94.17,83.66,92.41,0,0,1712.557984,75.96,946.9841038,54.8,16.15,76.86,11.3,50.27,0.27,45.73,14,93.36,1.75,43.94,63.49,7.75,94.65,59.14,68.21,7.97,96.29,9.64,26.58,39,89.22,37.6,98.24,66.6,95.84,13.7,95.29,24,77.21,77.43,8.03,89.51
06037221401,3628,Los Angeles,90018,Los Angeles,-118.3132694,34.033886,62.25,96.61,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.0125659,79.02,0.753,96.12,787.94,92.53,82.69,91.71,0,0,2152.11204,80.6,4044.383573,98.8,3.5,33.87,6.25,35.35,0.745,79.8,0,0,0,0,58.58,7.15,88.9,89.86,89.61,7.02,90.08,18.08,80.89,26.9,76.18,21.9,89.04,64.3,94.6,5.3,48.26,35.7,96.63,83.9,8.7,95.88
06037195802,2691,Los Angeles,90026,Los Angeles,-118.2776959,34.0756705,62.18,96.58,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.048,55.38,12.19449024,88.21,0.492,89.58,787.94,92.53,79.99,89.25,0,0,1704.163046,75.83,3691.429139,98.18,12.15,69.19,13,54.52,1.68,91.44,7,66.74,0,0,67.87,8.29,97.44,55.51,63.38,7.14,91.28,14.01,60.28,22.3,68.75,13,71.39,41.8,71.91,7.3,69.98,26.2,83.08,72.33,7.5,83.18
06037122122,2728,Los Angeles,91352,Los Angeles,-118.3736105,34.2197648,62.14,96.57,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.064,91.05,11.4259185,59.69,0.391,84.26,726.64,83.13,62.8,69.67,0,0,939.851349,62.77,1620.993788,80.53,40.9,93.75,9.5,44.83,0.945,84.35,6,58.69,10.1,91.11,69.11,8.44,98.01,74.78,81.89,3.61,18.4,15.13,67.12,53,97.65,20.2,86.9,65.9,95.5,5.6,52.52,39.3,98.35,70.99,7.36,81.4
06037204420,3154,Los Angeles,90033,Los Angeles,-118.2116197,34.0445316,62.08,96.53,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.63753163,92.06,0.711,95.66,824.29,95.48,91.26,97.64,0,0,2164.073365,80.73,795.7488349,43.96,4.5,40.84,6,35.02,0.135,23.72,7,66.74,0,0,57.96,7.08,87.74,81.34,85.83,6.29,80.16,16.99,76,51.1,97.03,26.8,93.8,69,97.02,6.4,61.53,31.8,92.94,84.56,8.77,96.28
06037218400,4737,Los Angeles,90016,Los Angeles,-118.3592342,34.0369278,61.89,96.51,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,0.046,46.99,11.85097115,71.35,0.569,92.05,787.94,92.53,88.33,95.64,0,0,2002.198364,79.24,3063.418989,96.19,12,68.94,8.25,41.42,0.35,56.4,7,66.74,5,75.67,68.44,8.36,97.67,78.02,84.26,6.84,88.23,13.31,55.82,27.4,76.79,11.6,67.45,41.2,70.84,3.4,22.57,34.5,95.75,71.39,7.41,81.98
